Event ID,Timestamp,Source IP,Destination IP,User Agent,Attack Type,Attack Severity,Data Exfiltrated,Threat Intelligence,Response Action
dc1e851d-e6d2-460b-a5bb-892a48a1611f,2021-04-22 10:40:47,58.221.10.56,195.177.168.205,Opera/8.85.(X11; Linux i686; uk-UA) Presto/2.9.162 Version/12.00,Ransomware,Critical,False,Health live suffer here.,Contained
3ac98956-24dc-4771-8f9e-d16ddb0cbfce,2023-12-02 05:14:32,7.249.83.181,79.82.14.122,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_0 rv:3.0; bho-IN) AppleWebKit/533.3.4 (KHTML, like Gecko) Version/4.0.5 Safari/533.3.4",Ransomware,Medium,False,Likely admit to name.,Contained
baf54773-c1d0-4826-9b00-330275815614,2022-04-24 08:57:50,144.149.129.77,158.42.48.13,Opera/9.58.(X11; Linux i686; kok-IN) Presto/2.9.167 Version/10.00,DDoS,Medium,False,Use allow message water room.,Contained
9de2840f-8ca7-4961-b9f4-8370001b028a,2021-04-22 09:59:29,123.172.13.187,144.86.216.133,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/4.1),Malware,Medium,False,Live expect fly capital street product west.,Blocked
5fe537bf-727c-41e3-8b94-2a18a1e5a005,2020-11-26 12:29:52,68.198.169.96,84.81.208.19,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90; Trident/5.0),Ransomware,High,False,Develop free whole mind oil yard stuff fish.,Eradicated
2c21c3f8-3193-40fe-8eba-91500d13d4ef,2022-12-14 13:57:09,24.62.215.29,32.129.118.94,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; tr-CY) AppleWebKit/534.18.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6534.18.5",Ransomware,High,True,Yard finally few improve religious.,Contained
9b0f51b2-7751-472f-9f9a-6733f64000fc,2021-05-12 09:29:24,185.166.66.187,199.236.0.64,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/5.1),Phishing,Medium,False,Politics clearly eat become should.,Contained
172b9e4c-9b4b-44c1-bc4d-217a2c01a78f,2023-11-26 07:33:15,193.239.144.66,47.160.32.210,"Mozilla/5.0 (iPad; CPU iPad OS 6_1_6 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) CriOS/41.0.852.0 Mobile/27V443 Safari/533.0",Malware,High,False,Serve write dinner stay a.,Blocked
8d085ed4-93a1-42e9-8c6d-fe44f24276c8,2023-06-02 08:21:01,141.106.184.54,101.81.216.166,Mozilla/5.0 (Windows NT 6.0; wal-ET; rv:1.9.0.20) Gecko/2012-11-10 04:22:08 Firefox/3.8,Phishing,Low,False,Believe point consider not coach.,Contained
130ba9e9-6e7c-407d-a49f-3999fb79a683,2022-12-13 19:24:45,189.221.238.92,197.231.93.94,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_2) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/33.0.866.0 Safari/534.1",Insider Threat,Low,False,Establish statement authority service economy land to reason.,Blocked
fe394b8c-9ce2-48ef-945d-e79f3b0e8e58,2023-12-10 21:46:13,79.204.56.20,155.121.10.243,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/35.0.838.0 Safari/531.0",Phishing,High,False,Themselves production American event without notice herself.,Recovered
c68ca6b5-1d35-4584-98a1-b3d265e07272,2020-06-29 18:27:03,139.29.100.206,115.233.231.183,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/36.0.886.0 Safari/535.2",DDoS,High,False,Can international with treatment now discussion check.,Blocked
850eaba9-25d0-42e6-b22e-bc5d3a49ed7e,2023-08-13 11:57:38,213.94.93.174,133.15.218.25,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; sc-IT) AppleWebKit/531.37.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6531.37.2",Ransomware,High,False,American even professional between sign movie add member.,Eradicated
cd40a665-fb1f-4733-bbd5-a2026ee00339,2020-05-02 20:15:53,119.61.6.127,189.124.59.54,"Mozilla/5.0 (Linux; Android 2.3.5) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/59.0.873.0 Safari/532.2",Ransomware,Critical,False,More cold others star.,Recovered
cdfd719e-fb75-4282-bd05-84cb604bc028,2022-12-04 02:21:30,159.20.200.228,11.50.102.72,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/3.0),Phishing,Critical,False,Cost special trade job agree then adult.,Recovered
a9b19b89-aa42-4f72-a6d7-0921fc4a6ed2,2021-10-20 19:29:45,118.32.252.80,135.29.100.57,Mozilla/5.0 (Android 5.1; Mobile; rv:57.0) Gecko/57.0 Firefox/57.0,DDoS,High,False,Let show expect analysis executive soon.,Recovered
743bb481-7a4e-42b5-a8b2-75f5e990c3b5,2022-11-21 02:45:10,59.133.0.140,220.93.34.72,Opera/9.95.(X11; Linux i686; gez-ER) Presto/2.9.175 Version/10.00,Malware,Low,False,Eye trouble through born foreign kid.,Eradicated
89800822-66f6-494a-a63f-761da4c4460d,2023-03-22 14:57:50,72.114.58.40,192.186.131.4,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/37.0.817.0 Safari/531.0",DDoS,High,False,Man social born food high move carry.,Recovered
41b79cac-95da-45c3-9e69-fadc1735c012,2022-12-08 19:48:48,187.51.139.15,38.161.95.115,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/5.0),Ransomware,Critical,False,Share seat after that.,Recovered
ffa33bdd-41bd-40b9-a611-9391904730e5,2020-10-14 23:40:54,116.139.197.29,26.245.32.56,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/533.2.3 (KHTML, like Gecko) Version/4.0.5 Safari/533.2.3",Insider Threat,Low,True,Political develop audience family.,Eradicated
3c5419d9-baab-4494-aa89-070326418dc0,2023-05-17 18:15:08,181.10.51.171,62.52.213.204,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/24.0.803.0 Safari/532.0",Ransomware,Low,False,Career likely member every.,Eradicated
937a3207-3821-4304-aa4f-f9d5f20162ce,2021-01-06 17:15:27,9.17.144.120,3.14.250.175,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_3) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/62.0.832.0 Safari/534.1",Malware,Medium,False,Live data little figure top street.,Contained
c00fe8a3-ea25-495a-a39d-bbb39da8c2dc,2023-01-20 00:15:25,159.130.176.81,74.231.63.94,Mozilla/5.0 (Android 3.2.6; Mobile; rv:38.0) Gecko/38.0 Firefox/38.0,Insider Threat,High,False,Whom they area suddenly role question.,Eradicated
881238e3-f2f5-4352-b09a-852820c2de60,2021-08-28 10:46:02,223.144.35.2,26.105.139.153,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/5.1),Phishing,High,False,Off ok artist sense offer their difference.,Recovered
1710d6b7-2965-4adb-b359-ccce36c5ccd6,2021-07-05 05:26:29,48.231.83.165,208.88.111.190,Mozilla/5.0 (Android 3.2; Mobile; rv:64.0) Gecko/64.0 Firefox/64.0,Phishing,High,True,Course scientist do deep firm some.,Recovered
95654e6b-f7bc-4328-9c9a-b1aa9312e79e,2021-11-29 16:12:14,192.121.194.19,2.13.115.219,Opera/9.68.(X11; Linux x86_64; tig-ER) Presto/2.9.175 Version/12.00,Phishing,High,False,Part human million student.,Eradicated
3ec1e4d1-0b19-4d9f-af29-9133697e8146,2023-05-31 22:30:55,194.148.115.70,223.151.7.222,"Mozilla/5.0 (iPad; CPU iPad OS 4_2_1 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) FxiOS/16.4h2307.0 Mobile/59E751 Safari/532.0",Ransomware,Medium,False,Cup even give cultural especially environmental.,Recovered
7126a74e-8706-4364-9348-08de14512dab,2023-11-30 20:51:48,43.6.79.192,113.23.76.224,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/4.0),Ransomware,Critical,False,Main use difficult bring collection.,Recovered
11f76b53-0a4c-40c5-89bb-5d64ece80cfe,2020-03-08 01:58:25,208.222.41.87,61.0.201.184,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0; Trident/5.0),Insider Threat,Critical,False,Try make he attack final say hand.,Recovered
9c5da174-4d45-4b29-803c-c62809d652f6,2021-04-04 21:06:43,40.129.71.161,98.136.56.156,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; ak-GH) AppleWebKit/532.1.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6532.1.5",DDoS,Low,False,Owner record consider light already performance state.,Blocked
9304d21e-6b17-44fb-8fa7-f366c1f60ef9,2022-03-10 09:09:12,116.148.143.69,46.104.13.159,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) CriOS/23.0.898.0 Mobile/16D527 Safari/534.2",DDoS,Medium,False,Individual economy little.,Blocked
e6907162-9c62-4557-8464-6f7fb9e58e1b,2023-10-06 05:58:03,137.156.102.71,163.231.25.104,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/44.0.808.0 Safari/535.0",Malware,High,False,Manager who realize wait window how.,Recovered
a99036a7-07ed-4229-9ff5-2a6353513ffd,2023-10-02 01:55:50,202.62.255.87,56.139.174.226,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 10.0; Trident/4.1),DDoS,Medium,False,Young behavior himself support nice type paper center.,Recovered
fc1aa7fd-97be-478d-8c29-e06e8e335f61,2023-08-23 10:10:15,143.102.162.160,76.76.160.252,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_4 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) FxiOS/12.8p7297.0 Mobile/70R320 Safari/534.2",Ransomware,Low,False,Where movie tax including ask several.,Eradicated
5d9cd7e6-6041-4dd4-8915-aa42bb46a03b,2020-09-10 12:50:09,58.130.166.213,48.0.154.208,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) FxiOS/11.5w8472.0 Mobile/66G097 Safari/532.1",Ransomware,High,False,Man care identify.,Contained
357da553-6e69-4e51-8854-26efb23f3316,2021-03-26 05:54:12,24.153.56.168,84.16.32.247,Opera/9.78.(Windows NT 6.1; iu-CA) Presto/2.9.180 Version/10.00,DDoS,Low,False,Support ability city ball.,Recovered
d32e59ba-7361-4f69-8314-cbe837f2eea6,2023-12-22 21:21:25,28.50.168.221,117.101.47.84,Opera/8.69.(X11; Linux i686; cs-CZ) Presto/2.9.170 Version/10.00,Phishing,Medium,False,Society see adult doctor.,Blocked
d30b1aca-f335-4392-93ab-2267d2d29d20,2022-09-02 22:00:56,77.116.86.127,197.120.218.32,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2021-01-17 20:43:55 Firefox/7.0,Phishing,Low,False,Recently front mission oil.,Contained
859cab0b-3139-4679-8082-ef4218355f5a,2022-06-18 12:26:29,192.205.190.234,48.139.200.83,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/5.0),Ransomware,Low,False,You do environment itself until with.,Blocked
33870d72-3a5f-4838-b5c9-f2aade53b36a,2020-06-13 17:27:03,13.1.204.174,215.60.44.179,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_3 rv:2.0; sat-IN) AppleWebKit/535.49.4 (KHTML, like Gecko) Version/4.0.4 Safari/535.49.4",Insider Threat,Medium,False,Person safe surface front wide.,Eradicated
c9679cdc-c6e0-4823-af48-19cee7340212,2023-09-17 02:58:30,88.183.43.103,108.40.253.1,Opera/8.59.(Windows 95; lb-LU) Presto/2.9.167 Version/11.00,Malware,High,False,Adult pass mind there family win.,Eradicated
45a7fc69-09c4-411d-8aa4-eeb17fe0ecff,2020-10-13 20:27:35,152.24.112.220,139.144.61.91,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_9) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/23.0.835.0 Safari/536.0",DDoS,High,False,Democratic gun recent improve.,Blocked
92b1a6c2-a40b-4639-a38d-7a4268641e37,2023-05-30 04:04:16,101.250.113.57,139.29.220.126,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_7 rv:6.0; sc-IT) AppleWebKit/534.15.3 (KHTML, like Gecko) Version/4.0.5 Safari/534.15.3",DDoS,Critical,False,Discussion stuff forward between state walk.,Blocked
4db982bd-a903-4ccb-9eee-b49d80d1d5ea,2021-04-21 05:06:12,209.216.166.104,35.74.164.73,Mozilla/5.0 (Android 4.2.2; Mobile; rv:38.0) Gecko/38.0 Firefox/38.0,Phishing,Critical,False,Minute cover reflect chair.,Contained
19f66713-98f2-4bcb-b205-f58a5a572171,2023-05-23 12:17:01,172.50.112.172,155.109.94.58,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/534.8.5 (KHTML, like Gecko) Version/5.0.1 Safari/534.8.5",Insider Threat,Low,True,Attack tend activity nice.,Blocked
f3593d1e-6aee-4be3-8c12-2b4f6b747573,2022-07-02 21:54:31,157.197.150.149,203.225.65.215,"Mozilla/5.0 (Windows 98) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/61.0.878.0 Safari/531.1",Ransomware,Critical,True,Culture bag training your.,Recovered
2fb95e9a-d8a0-4191-bf07-9d9edaecdba5,2020-12-03 01:21:44,16.78.15.191,129.61.155.184,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; kk-KZ) AppleWebKit/531.33.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B112 Safari/6531.33.4",DDoS,High,True,Economic lot ball style it down president.,Recovered
7b6432e7-1e05-454d-b217-dc3011624143,2023-12-20 16:06:30,169.30.105.224,101.85.129.36,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/4.0),Ransomware,Critical,False,There relate pass indeed response machine crime a.,Eradicated
f6e8a4a4-f3b9-4c77-adcd-b06e2c95a24e,2022-06-11 07:56:36,66.76.223.83,74.40.49.194,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.0; Trident/4.1),Malware,Critical,False,Billion from special reality soldier laugh chance.,Blocked
69162ec5-2421-4720-84c4-48e264cde1ec,2022-09-20 05:45:14,81.236.46.65,75.162.40.238,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) CriOS/19.0.864.0 Mobile/76Z928 Safari/533.0",Phishing,Critical,False,Issue film few half kitchen miss season.,Recovered
4d2a513a-140e-4a06-b37b-d7d43313c0a7,2023-06-03 09:15:21,156.156.204.147,49.187.15.117,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.1),Phishing,Medium,False,Someone work choice life budget stand.,Eradicated
2508ef2d-b94e-48c7-abb5-8ce96eea1e56,2021-10-27 11:45:01,190.100.67.223,49.76.148.95,Opera/9.15.(X11; Linux i686; ti-ET) Presto/2.9.176 Version/10.00,Malware,Low,True,Door rest member market order identify.,Contained
1cc9306e-e246-440a-9e01-98ae8f672245,2020-04-20 17:43:25,16.88.185.81,9.253.96.166,Opera/8.89.(X11; Linux x86_64; ne-NP) Presto/2.9.177 Version/10.00,Phishing,High,False,Around evening bring tough.,Recovered
e93e62dd-54cb-4bd4-b6ae-6d2812c99380,2023-08-19 03:09:07,124.95.193.75,26.14.215.191,"Mozilla/5.0 (Linux; Android 3.2.4) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/59.0.840.0 Safari/536.0",Ransomware,Low,False,Hit gun future hundred be where compare do.,Eradicated
bcb23e45-9873-4b5c-b6db-d04aedd7f1a9,2023-10-09 00:57:29,205.171.15.46,7.85.141.83,Opera/9.30.(Windows NT 5.0; hsb-DE) Presto/2.9.161 Version/12.00,DDoS,Medium,False,It eat east receive usually experience.,Contained
c258ae11-ff4b-4bb2-9976-d64dd6ea7bca,2021-07-27 16:11:52,20.102.72.166,203.163.150.146,Mozilla/5.0 (Windows 98; th-TH; rv:1.9.1.20) Gecko/2017-08-10 10:09:08 Firefox/3.8,Insider Threat,Low,False,Model store pick space institution.,Blocked
06074c73-136c-42a7-a44a-f9677af59f6a,2023-02-15 14:26:53,116.53.35.33,55.245.184.133,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/54.0.863.0 Safari/532.1",Ransomware,High,False,Approach describe senior similar population health professional.,Blocked
00761cc8-8a1f-45cf-b109-c1b3016e8ff1,2021-07-24 14:40:53,51.9.39.221,178.220.240.115,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/20.0.829.0 Safari/534.1",Ransomware,Critical,False,Very for example recognize buy what car.,Blocked
0b84c9cd-05cd-465b-a696-cccf8288eb81,2020-12-29 15:34:57,85.6.172.173,7.124.110.83,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 4.0; Trident/5.0),Phishing,Low,False,Create bit future recently hear adult.,Contained
61eee821-be75-4e05-b8f6-06cbdc41eea4,2023-08-08 15:23:29,130.104.3.119,135.57.26.171,Opera/9.25.(Windows NT 5.2; ca-FR) Presto/2.9.175 Version/11.00,Phishing,Medium,False,Spring around religious any.,Contained
ca3466bb-6cf1-4b62-9b06-d765b1e0d76d,2020-05-01 15:36:13,189.213.179.240,28.147.172.35,Mozilla/5.0 (Android 5.0.1; Mobile; rv:24.0) Gecko/24.0 Firefox/24.0,Insider Threat,Low,False,Job want administration peace onto risk pressure.,Eradicated
11b8e9d5-4e79-4448-b8e4-09a3a0e1f0e0,2022-12-22 21:06:21,213.121.29.176,128.29.11.123,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Trident/3.1),DDoS,Medium,False,Mission keep question offer great often.,Recovered
45c13eb8-df94-478e-b4ad-8af1397127f3,2021-09-07 01:11:16,141.73.60.114,28.59.76.24,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/2019-02-19 04:36:10 Firefox/3.8,Phishing,Critical,False,Interesting that become him.,Eradicated
a5598927-43fd-4d11-b6d3-41dcaa512f57,2021-08-10 23:00:36,64.117.18.241,169.178.127.82,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/3.0),Phishing,Medium,False,Pay information social one.,Eradicated
27edce94-7754-487c-9990-91b891ae81f0,2021-01-16 06:35:25,187.235.5.38,204.232.87.230,"Mozilla/5.0 (iPad; CPU iPad OS 12_4_8 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) CriOS/19.0.878.0 Mobile/88W347 Safari/532.0",DDoS,Critical,False,Expert see bar article.,Eradicated
83ab1fe3-0c37-41dc-9508-a5ba2fce2f5c,2021-12-12 17:49:46,187.220.231.152,43.207.86.58,Mozilla/5.0 (Windows NT 10.0; nhn-MX; rv:1.9.2.20) Gecko/2014-08-15 19:57:11 Firefox/7.0,Phishing,Low,False,Way later community unit book.,Contained
6e667e23-640e-41ee-8e6b-2869be278667,2022-08-30 12:47:29,215.79.188.121,176.220.245.77,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; gl-ES) AppleWebKit/532.1.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6532.1.7",Ransomware,High,False,Range service answer might military expert science set.,Recovered
1bfd6476-c03c-43fb-91a6-b68d457e2e3b,2022-06-21 03:13:54,33.77.252.169,185.196.172.22,Mozilla/5.0 (Windows NT 5.2; xh-ZA; rv:1.9.2.20) Gecko/2019-12-26 01:36:15 Firefox/3.6.4,Malware,High,False,System over color less pay thank yes.,Blocked
5a2f10f8-9439-407d-a516-c6d8a980635b,2021-09-05 05:00:36,195.236.85.23,139.214.213.223,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Win 9x 4.90; Trident/4.0),Phishing,Critical,False,Lead market positive number look only account.,Contained
334277b1-cfd8-4477-a9f0-6e00bf10c3e5,2020-07-21 06:44:24,97.170.231.141,87.210.8.107,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; fo-FO) AppleWebKit/532.12.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6532.12.5",Insider Threat,High,False,Determine meet but international family this physical.,Contained
53bd49db-8097-4e66-9123-e04fdcba7d3b,2020-04-20 01:57:45,45.171.19.75,110.35.167.58,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/28.0.883.0 Safari/532.0",Insider Threat,Medium,False,For above such act process such.,Contained
fe59d9af-ed51-410c-b7fe-976442d17ca6,2022-01-21 07:17:44,173.132.143.183,44.201.98.138,Opera/8.92.(X11; Linux i686; vi-VN) Presto/2.9.188 Version/12.00,DDoS,Low,False,Know player yet sometimes.,Contained
2e290161-39e0-42d6-9111-3d3a818e7142,2022-05-10 18:54:17,210.53.157.226,64.85.117.73,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_0 rv:2.0; et-EE) AppleWebKit/534.4.2 (KHTML, like Gecko) Version/5.0 Safari/534.4.2",Phishing,Critical,False,Go program article trial time purpose better.,Eradicated
469cb8b0-c379-4c84-ab04-6c298e80d3b0,2021-05-01 06:58:39,162.140.22.119,192.223.243.160,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/5.1),Phishing,Medium,False,Middle drug collection.,Recovered
e79b6082-327a-4604-aacc-eb1c04a1f881,2020-11-28 09:11:32,50.53.175.137,82.58.248.29,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; ts-ZA) AppleWebKit/534.5.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6534.5.7",Phishing,Critical,False,Fear prevent level question.,Blocked
bb089572-4324-4653-8f21-df7bf02a88d4,2021-08-07 11:38:44,142.114.207.37,42.245.77.154,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_4; rv:1.9.6.20) Gecko/2021-11-16 21:48:21 Firefox/3.6.1,Phishing,Critical,False,Whose your computer recent life statement though.,Recovered
5d0dfa84-650d-4c31-ba8f-38b17268f648,2021-03-27 08:25:08,83.156.10.179,204.43.204.168,"Mozilla/5.0 (iPad; CPU iPad OS 6_1_6 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) CriOS/20.0.858.0 Mobile/65U989 Safari/534.1",Insider Threat,High,False,Staff person soon situation.,Eradicated
ed5e2fbb-8e7f-44a2-89b7-b1deeb25402e,2023-02-09 08:38:00,150.134.187.24,125.193.171.149,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/535.49.7 (KHTML, like Gecko) Version/5.0.4 Safari/535.49.7",Malware,Low,False,Republican stay could consumer happy must degree.,Recovered
012f86f9-88c1-4fcd-9070-a469b1020aa6,2022-06-03 02:26:25,47.175.15.174,109.71.175.91,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/4.0),DDoS,Low,False,Economic easy right organization subject rule.,Blocked
366c2331-f3b7-4ec1-a408-b02b62eb064e,2021-07-23 03:02:46,79.198.136.246,4.20.67.124,Opera/8.13.(X11; Linux i686; ia-FR) Presto/2.9.163 Version/11.00,Insider Threat,Medium,False,Wear table be can still act mind.,Contained
8175c9e5-3833-4878-8ee8-87404c17c060,2023-01-30 05:06:46,152.113.142.240,153.136.234.57,Mozilla/5.0 (Windows 95; gez-ER; rv:1.9.1.20) Gecko/2016-10-23 20:17:08 Firefox/3.8,Phishing,Low,False,Teach will heavy mouth around keep be.,Eradicated
ab8f0475-c214-49b6-9151-9f2284cbb697,2020-04-05 15:01:13,109.236.111.107,14.153.47.0,Opera/9.48.(Windows CE; ga-IE) Presto/2.9.174 Version/11.00,DDoS,Low,True,Theory ago front product out ago.,Blocked
9d39128d-1753-4299-95a9-d35a896406cc,2021-03-07 19:12:03,181.117.27.107,78.157.252.189,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/3.0),Phishing,Medium,False,Ten return me.,Recovered
3413e760-722c-4e30-ad3c-77c196eff655,2021-08-04 13:28:57,73.192.108.164,24.129.236.186,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_9) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/34.0.850.0 Safari/534.1",Ransomware,Medium,False,Room expert after.,Recovered
a22c815e-a30d-4364-81c4-3262440e0dc3,2022-05-09 07:14:35,98.15.72.252,164.192.35.11,Opera/8.59.(X11; Linux i686; mi-NZ) Presto/2.9.189 Version/11.00,Malware,Low,False,Sell bring many voice charge system.,Recovered
75cc685e-ef6b-4b01-a735-9491b2a4f6c6,2023-02-09 00:37:28,109.22.187.202,188.227.129.143,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_6 rv:3.0; lzh-TW) AppleWebKit/535.17.3 (KHTML, like Gecko) Version/5.0.2 Safari/535.17.3",Ransomware,High,False,Measure determine I.,Contained
d684b113-aa5a-42a2-b56d-5e8af8798260,2023-08-07 20:00:08,34.50.79.50,95.104.120.238,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/532.34.7 (KHTML, like Gecko) Version/5.0.3 Safari/532.34.7",DDoS,Medium,True,Imagine station address heart usually.,Recovered
f716e529-b53a-43d7-86fe-2e40792e0be3,2022-05-18 21:12:51,174.255.161.134,88.215.221.49,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/21.0.846.0 Safari/531.2",Phishing,Low,False,Car similar brother mission meeting modern.,Contained
ad0ce9bf-43f7-4023-a689-2b1c002c0c80,2020-04-25 14:09:41,72.7.106.224,84.5.66.87,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) CriOS/31.0.842.0 Mobile/88K499 Safari/534.1",Insider Threat,Low,False,Heavy cultural member usually section fall manager.,Blocked
dfd2fda7-efc9-43a5-a5d8-8c4412edc4ac,2022-11-30 10:58:03,75.142.215.32,52.135.27.132,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Win 9x 4.90; Trident/4.1),Phishing,High,False,Put job son front.,Recovered
88b4a8da-a7e6-41c3-b6d8-b5280efabc81,2020-05-04 00:29:38,34.161.101.216,20.158.26.188,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; iw-IL) AppleWebKit/534.26.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6534.26.3",Malware,Low,True,Choose sound theory ever tend reality reach become.,Blocked
78ee082f-8ae0-462f-a476-9d599771adf5,2021-07-20 14:12:57,150.247.9.219,42.113.230.72,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; ru-RU) AppleWebKit/532.11.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6532.11.6",Insider Threat,Medium,True,Husband amount five enough them listen live.,Contained
93dcfabc-e591-4349-bf6f-e882a3fd8a8c,2020-04-28 04:27:35,178.44.228.89,220.34.209.217,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; st-ZA) AppleWebKit/533.50.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6533.50.2",Phishing,High,False,Capital glass fact popular wonder.,Eradicated
a3b20ef3-5221-43ca-a7c7-5676dda8c8ca,2020-11-03 22:01:00,26.184.44.136,99.82.98.5,Opera/8.55.(Windows NT 6.1; it-CH) Presto/2.9.186 Version/12.00,DDoS,Low,False,Follow physical dinner past dream realize.,Contained
